Part Type,Manufacturer,Part Name,HEM,In Shop,Price,Sell Price,Level,Level %,Steam Version,Platform Lock,Lighting,Type,No Fan,Air Flow,AM4,LGA 1151 (Skylake),LGA 1151 (Kaby Lake),LGA 1151 (Coffee Lake),LGA 1200,TR4,sTRX4,LGA 2066,AM3+,FM2,FM2+,LGA 2011-V3,LGA 2566,LGA 3647-V1,LGA 3647-V3,LGA 4189,LGA 4189 (2P),LGA 4926,LGA 5903,SP3r1,SP3r2,SP6,LGA 3647-V3 (2P),LGA 3647-V3 (4P),LGA 3647-V3 (8P),LGA 4926 (2P),LGA 5903 (2P),SP3r1 (2P),SP3r2 (2P),SP6 (2P),CPU Socket List,CPU Socket List (HEM),Height,Size,Slots,Thickness,Air Pressure,DLC2 Random Jobs,Exclude From Random Jobs,Asset Path,Full Part Name
CPU Cooler - Air,Deepcool,GAMMAXX 400 (Blue),,Y,25,8,22,40,1.0,,Blue,Air Cooler,,53.0,Y,Y,Y,Y,Y,,,Y,Y,Y,Y,Y,Y,Y,Y,Y,,Y,,,,,,,,,,,,,"AM3+, AM4, FM2, FM2+, LGA 1151 (Coffee Lake), LGA 1151 (Kaby Lake), LGA 1151 (Skylake), LGA 1200, LGA 2011-V3, LGA 2066,","AM3+, AM4, FM2, FM2+, LGA 1151 (Coffee Lake), LGA 1151 (Kaby Lake), LGA 1151 (Skylake), LGA 1200, LGA 2011-V3, LGA 2066, LGA 2566, LGA 3647-V1, LGA 3647-V3, LGA 4189, LGA 4926,",155,,,,,,,Prefabs/CoolingSystems/AirCoolers/Deepcool/AC_DeepCool_Gammaxx_400,Deepcool GAMMAXX 400 (Blue)
CPU Cooler - Air,Deepcool,GAMMAXX 400 (Blue) 2X,Y,Y,50,16,22,40,,,Blue,Air Cooler,,106.0,,,,,,,,,,,,,,,,,Y,,,,,,Y,,,Y,,,,,,"LGA 3647-V3 (2P), LGA 4189 (2P), LGA 4926 (2P),",155,,,,,,,Prefabs/CoolingSystems/AirCoolers/Deepcool/AC_DeepCool_Gammaxx_400,Deepcool GAMMAXX 400 (Blue) 2X
CPU Cooler - Air,Deepcool,GAMMAXX 400 (Blue) 4X,Y,Y,100,32,22,40,,,Blue,Air Cooler,,212.0,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,"LGA 3647-V3 (4P),",155,,,,,,,Prefabs/CoolingSystems/AirCoolers/Deepcool/AC_DeepCool_Gammaxx_400,Deepcool GAMMAXX 400 (Blue) 4X
CPU Cooler - Air,Deepcool,GAMMAXX 400 (Blue) 8X,Y,Y,200,64,23,35,,,Blue,Air Cooler,,424.0,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,"LGA 3647-V3 (8P),",155,,,,,,,Prefabs/CoolingSystems/AirCoolers/Deepcool/AC_DeepCool_Gammaxx_400,Deepcool GAMMAXX 400 (Blue) 8X
CPU Cooler - Air,Deepcool,GAMMAXX C40,,Y,30,10,22,20,1.0,,,Air Cooler,,80.0,Y,Y,Y,Y,Y,,,Y,Y,Y,Y,Y,Y,Y,Y,Y,,Y,,,,,,,,,,,,,"AM3+, AM4, FM2, FM2+, LGA 1151 (Coffee Lake), LGA 1151 (Kaby Lake), LGA 1151 (Skylake), LGA 1200, LGA 2011-V3, LGA 2066,","AM3+, AM4, FM2, FM2+, LGA 1151 (Coffee Lake), LGA 1151 (Kaby Lake), LGA 1151 (Skylake), LGA 1200, LGA 2011-V3, LGA 2066, LGA 2566, LGA 3647-V1, LGA 3647-V3, LGA 4189, LGA 4926,",137,,,,2.31,,,Prefabs/CoolingSystems/AirCoolers/Deepcool/AC_DeepCool_Gammaxx_C40,Deepcool GAMMAXX C40
CPU Cooler - Air,Deepcool,GAMMAXX C40 2X,Y,Y,60,20,22,20,,,,Air Cooler,,160.0,,,,,,,,,,,,,,,,,Y,,,,,,Y,,,Y,,,,,,"LGA 3647-V3 (2P), LGA 4189 (2P), LGA 4926 (2P),",137,,,,2.31,,,Prefabs/CoolingSystems/AirCoolers/Deepcool/AC_DeepCool_Gammaxx_C40,Deepcool GAMMAXX C40 2X
CPU Cooler - Air,Deepcool,GAMMAXX C40 4X,Y,Y,120,40,22,20,,,,Air Cooler,,320.0,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,"LGA 3647-V3 (4P),",137,,,,2.31,,,Prefabs/CoolingSystems/AirCoolers/Deepcool/AC_DeepCool_Gammaxx_C40,Deepcool GAMMAXX C40 4X
CPU Cooler - Air,Deepcool,GAMMAXX C40 8X,Y,Y,240,80,23,35,,,,Air Cooler,,640.0,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,"LGA 3647-V3 (8P),",137,,,,2.31,,,Prefabs/CoolingSystems/AirCoolers/Deepcool/AC_DeepCool_Gammaxx_C40,Deepcool GAMMAXX C40 8X
CPU Cooler - Air,Deepcool,GAMMAXX GT,,Y,45,15,22,60,1.0,,RGB,Air Cooler,,60.0,Y,Y,Y,Y,Y,,,Y,Y,Y,Y,Y,Y,Y,Y,Y,,Y,,,,,,,,,,,,,"AM3+, AM4, FM2, FM2+, LGA 1151 (Coffee Lake), LGA 1151 (Kaby Lake), LGA 1151 (Skylake), LGA 1200, LGA 2011-V3, LGA 2066,","AM3+, AM4, FM2, FM2+, LGA 1151 (Coffee Lake), LGA 1151 (Kaby Lake), LGA 1151 (Skylake), LGA 1200, LGA 2011-V3, LGA 2066, LGA 2566, LGA 3647-V1, LGA 3647-V3, LGA 4189, LGA 4926,",156,,,,,,,Prefabs/CoolingSystems/AirCoolers/Deepcool/AC_DeepCool_Gammaxx_GT,Deepcool GAMMAXX GT
CPU Cooler - Air,Deepcool,GAMMAXX GT 2X,Y,Y,90,30,22,60,,,RGB,Air Cooler,,120.0,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,"LGA 3647-V3 (2P),",156,,,,,,,Prefabs/CoolingSystems/AirCoolers/Deepcool/AC_DeepCool_Gammaxx_GT,Deepcool GAMMAXX GT 2X
CPU Cooler - Air,Deepcool,GAMMAXX GT 4X,Y,Y,180,60,22,60,,,RGB,Air Cooler,,240.0,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,"LGA 3647-V3 (4P),",156,,,,,,,Prefabs/CoolingSystems/AirCoolers/Deepcool/AC_DeepCool_Gammaxx_GT,Deepcool GAMMAXX GT 4X
CPU Cooler - Air,Deepcool,GAMMAXX GT 8X,Y,Y,360,120,23,35,,,RGB,Air Cooler,,480.0,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,"LGA 3647-V3 (8P),",156,,,,,,,Prefabs/CoolingSystems/AirCoolers/Deepcool/AC_DeepCool_Gammaxx_GT,Deepcool GAMMAXX GT 8X
CPU Cooler - Air,EVGA,ACX mITX,,Y,40,13,10,1,1.10,PC,,Air Cooler,,30.0,,Y,Y,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,"LGA 1151 (Coffee Lake), LGA 1151 (Kaby Lake), LGA 1151 (Skylake), LGA 1200,","LGA 1151 (Coffee Lake), LGA 1151 (Kaby Lake), LGA 1151 (Skylake), LGA 1200,",140,,,,1.0,,Y,v1_10_0/Prefabs/CoolingSystems/AirCoolers/EVGA/AC_EVGA_ACX_mITX,EVGA ACX mITX
CPU Cooler - Air,GamerStorm,ASSASSIN III,,Y,130,43,29,80,1.11,,,Air Cooler,,100.0,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,,,,,,,Y,Y,Y,,,,,,,,,"AM3+, AM4, FM2, FM2+, LGA 1151 (Coffee Lake), LGA 1151 (Kaby Lake), LGA 1151 (Skylake), LGA 1200, LGA 2011-V3, LGA 2066, TR4, sTRX4,","AM3+, AM4, FM2, FM2+, LGA 1151 (Coffee Lake), LGA 1151 (Kaby Lake), LGA 1151 (Skylake), LGA 1200, LGA 2011-V3, LGA 2066, LGA 2566, TR4, sTRX4, SP3r1, SP3r2, SP6,",165,,,,,,,v1_11_0/Prefabs/CoolingSystems/AirCoolers/Deepcool/AC_GamerStorm_ASSASSIN_Ⅲ,GamerStorm ASSASSIN III
CPU Cooler - Air,GamerStorm,ASSASSIN III 2X,Y,Y,260,86,29,80,,,,Air Cooler,,200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,Y,Y,,"SP3r1 (2P), SP3r2 (2P), SP6 (2P),",165,,,,,,,v1_11_0/Prefabs/CoolingSystems/AirCoolers/Deepcool/AC_GamerStorm_ASSASSIN_Ⅲ,GamerStorm ASSASSIN III 2X
CPU Cooler - Air,GamerStorm,Fryzen,,Y,130,43,29,20,1.0,,RGB,Air Cooler,,100.0,Y,,,,,Y,Y,,Y,Y,Y,,,,,,,,,Y,Y,Y,,,,,,,,,"AM3+, AM4, FM2, FM2+, TR4, sTRX4,","AM3+, AM4, FM2, FM2+, TR4, sTRX4, SP3r1, SP3r2, SP6,",165,,,,,,,Prefabs/CoolingSystems/AirCoolers/Deepcool/AC_Deepcool_Fryzen,GamerStorm Fryzen
CPU Cooler - Air,GamerStorm,Fryzen 2X,Y,Y,260,86,29,20,,,RGB,Air Cooler,,200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,Y,Y,,"SP3r1 (2P), SP3r2 (2P), SP6 (2P),",165,,,,,,,Prefabs/CoolingSystems/AirCoolers/Deepcool/AC_Deepcool_Fryzen,GamerStorm Fryzen 2X
CPU Cooler - Air,GIGABYTE,ATC700,,Y,80,27,11,80,1.0,,RGB,Air Cooler,,100.0,Y,Y,Y,Y,Y,,,Y,Y,Y,Y,Y,Y,,,,,,,,,,,,,,,,,,"AM3+, AM4, FM2, FM2+, LGA 1151 (Coffee Lake), LGA 1151 (Kaby Lake), LGA 1151 (Skylake), LGA 1200, LGA 2011-V3, LGA 2066,","AM3+, AM4, FM2, FM2+, LGA 1151 (Coffee Lake), LGA 1151 (Kaby Lake), LGA 1151 (Skylake), LGA 1200, LGA 2011-V3, LGA 2066, LGA 2566,",169,,,,,,,Prefabs/CoolingSystems/AirCoolers/Gigabyte/AC_Gigabyte_ATC700,GIGABYTE ATC700
CPU Cooler - Air,GIGABYTE,ATC800,Y,Y,165,75,18,65,,,RGB,Air Cooler,,140.0,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,,Y,Y,Y,Y,Y,,,,,,,,,,"LGA 1151 (Coffee Lake), LGA 1151 (Kaby Lake), LGA 1151 (Skylake), TR4, LGA 2066, LGA 2566, AM4, sTRX4, LGA 2011-V3, FM2+, FM2, LGA 1200, AM3+, SP3r1, SP3r2, SP6, LGA 3647-V1, LGA 3647-V3, LGA 4189, LGA 4926, LGA 5903,",169,,,,1.8,,,Prefabs/CoolingSystems/AirCoolers/Gigabyte/AC_Gigabyte_ATC700,GIGABYTE ATC800
CPU Cooler - Air,Mortoni,Thermal 100,,Y,10,3,1,1,1.0,,,Air Cooler,,30.0,Y,Y,Y,Y,Y,,,Y,Y,Y,Y,Y,Y,,,,,,,,,,,,,,,,,,"AM3+, AM4, FM2, FM2+, LGA 1151 (Coffee Lake), LGA 1151 (Kaby Lake), LGA 1151 (Skylake), LGA 1200, LGA 2011-V3, LGA 2066,","AM3+, AM4, FM2, FM2+, LGA 1151 (Coffee Lake), LGA 1151 (Kaby Lake), LGA 1151 (Skylake), LGA 1200, LGA 2011-V3, LGA 2066, LGA 2566,",40,,,,1.0,,,Prefabs/Generic/Fan,Mortoni Thermal 100
CPU Cooler - Air,Raijintek,DELOS RBW,,Y,83,28,10,80,1.2,,RGB,Air Cooler,,100.0,Y,Y,Y,Y,Y,,,Y,Y,Y,Y,Y,Y,,,,,,,,,,,,,,,,,,"AM3+, AM4, FM2, FM2+, LGA 1151 (Coffee Lake), LGA 1151 (Kaby Lake), LGA 1151 (Skylake), LGA 1200, LGA 2011-V3, LGA 2066,","AM3+, AM4, FM2, FM2+, LGA 1151 (Coffee Lake), LGA 1151 (Kaby Lake), LGA 1151 (Skylake), LGA 1200, LGA 2011-V3, LGA 2066, LGA 2566,",136,,,,,,,Prefabs/CoolingSystems/AirCoolers/Raijintek/AC_Raijintek_DELOS_RBW,Raijintek DELOS RBW
CPU Cooler - Air,Raijintek,ELEOS RBW,,Y,20,7,30,70,1.14,,RGB,Air Cooler,,52.0,Y,Y,Y,Y,Y,,,Y,Y,Y,Y,Y,Y,,,,,,,,,,,,,,,,,,"AM3+, AM4, FM2, FM2+, LGA 1151 (Coffee Lake), LGA 1151 (Kaby Lake), LGA 1151 (Skylake), LGA 1200, LGA 2011-V3, LGA 2066,","AM3+, AM4, FM2, FM2+, LGA 1151 (Coffee Lake), LGA 1151 (Kaby Lake), LGA 1151 (Skylake), LGA 1200, LGA 2011-V3, LGA 2066, LGA 2566,",140,,,,1.9,,,v1_14_0/Prefabs/CoolingSystems/AirCoolers/RAIJINTEK/AC_RAIJINTEK_ELEOS_RBW,Raijintek ELEOS RBW
CPU Cooler - Air,Raijintek,Ereboss,,Y,55,18,12,65,1.0,,,Air Cooler,,56.55,Y,Y,Y,Y,Y,,,,Y,Y,Y,Y,,Y,Y,Y,,Y,,,,,,,,,,,,,"AM3+, AM4, FM2, FM2+, LGA 1151 (Coffee Lake), LGA 1151 (Kaby Lake), LGA 1151 (Skylake), LGA 1200, LGA 2011-V3,","AM3+, AM4, FM2, FM2+, LGA 1151 (Coffee Lake), LGA 1151 (Kaby Lake), LGA 1151 (Skylake), LGA 1200, LGA 2011-V3, LGA 3647-V1, LGA 3647-V3, LGA 4189, LGA 4926,",160,,,,1.24,,,Prefabs/CoolingSystems/AirCoolers/Raijintek/Ereboss,Raijintek Ereboss
CPU Cooler - Air,Raijintek,Ereboss 2X,Y,Y,110,36,16,1,,,,Air Cooler,,113.0,,,,,,,,,,,,,,,,,Y,,,,,,Y,,,Y,,,,,,"LGA 3647-V3 (2P), LGA 4189 (2P), LGA 4926 (2P),",160,,,,1.24,,,Prefabs/CoolingSystems/AirCoolers/Raijintek/Ereboss,Raijintek Ereboss 2X
CPU Cooler - Air,Raijintek,Ereboss 4X,Y,Y,220,72,18,95,,,,Air Cooler,,226.0,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,"LGA 3647-V3 (4P),",160,,,,1.24,,,Prefabs/CoolingSystems/AirCoolers/Raijintek/Ereboss,Raijintek Ereboss 4X
CPU Cooler - Air,Raijintek,Ereboss 8X,Y,Y,440,144,23,35,,,,Air Cooler,,452.0,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,"LGA 3647-V3 (8P),",160,,,,1.24,,,Prefabs/CoolingSystems/AirCoolers/Raijintek/Ereboss,Raijintek Ereboss 8X
CPU Cooler - Air,Raijintek,JUNO PRO RBW,,Y,24,8,10,50,1.2,,RGB,Air Cooler,,40.0,Y,Y,Y,Y,Y,,,,Y,,Y,,,,,,,,,,,,,,,,,,,,"AM3+, AM4, FM2+, LGA 1151 (Coffee Lake), LGA 1151 (Kaby Lake), LGA 1151 (Skylake), LGA 1200,","AM3+, AM4, FM2+, LGA 1151 (Coffee Lake), LGA 1151 (Kaby Lake), LGA 1151 (Skylake), LGA 1200,",66,,,,1.16,,,Prefabs/CoolingSystems/AirCoolers/Raijintek/AC_Raijintek_JUNO_PRO_RBW,Raijintek JUNO PRO RBW
CPU Cooler - Air,Raijintek,LETO PRO RGB,,Y,70,23,11,1,1.0,,RGB,Air Cooler,,100.0,Y,Y,Y,Y,Y,,,Y,Y,Y,Y,Y,Y,Y,Y,Y,,Y,,,,,,,,,,,,,"AM3+, AM4, FM2, FM2+, LGA 1151 (Coffee Lake), LGA 1151 (Kaby Lake), LGA 1151 (Skylake), LGA 1200, LGA 2011-V3, LGA 2066,","AM3+, AM4, FM2, FM2+, LGA 1151 (Coffee Lake), LGA 1151 (Kaby Lake), LGA 1151 (Skylake), LGA 1200, LGA 2011-V3, LGA 2066, LGA 2566, LGA 3647-V1, LGA 3647-V3, LGA 4189, LGA 4926,",155,,,,,,,Prefabs/CoolingSystems/AirCoolers/Raijintek/AC_Raijintek_LetoProRGB,Raijintek LETO PRO RGB
CPU Cooler - Air,Raijintek,LETO PRO RGB 2X,Y,Y,140,46,16,1,,,RGB,Air Cooler,,200.0,,,,,,,,,,,,,,,,,Y,,,,,,Y,,,Y,,,,,,"LGA 3647-V3 (2P), LGA 4189 (2P), LGA 4926 (2P),",155,,,,,,,Prefabs/CoolingSystems/AirCoolers/Raijintek/AC_Raijintek_LetoProRGB,Raijintek LETO PRO RGB 2X
CPU Cooler - Air,Raijintek,LETO PRO RGB 4X,Y,Y,280,92,18,95,,,RGB,Air Cooler,,400.0,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,"LGA 3647-V3 (4P),",155,,,,,,,Prefabs/CoolingSystems/AirCoolers/Raijintek/AC_Raijintek_LetoProRGB,Raijintek LETO PRO RGB 4X
CPU Cooler - Air,Raijintek,LETO PRO RGB 8X,Y,Y,560,184,23,35,,,RGB,Air Cooler,,800.0,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,"LGA 3647-V3 (8P),",155,,,,,,,Prefabs/CoolingSystems/AirCoolers/Raijintek/AC_Raijintek_LetoProRGB,Raijintek LETO PRO RGB 8X
CPU Cooler - Air,Raijintek,MYA RBW,,Y,90,30,10,70,1.2,,RGB,Air Cooler,,70.0,Y,Y,Y,Y,Y,,,Y,Y,Y,Y,Y,Y,Y,Y,Y,,Y,,,,,,,,,,,,,"AM3+, AM4, FM2, FM2+, LGA 1151 (Coffee Lake), LGA 1151 (Kaby Lake), LGA 1151 (Skylake), LGA 1200, LGA 2011-V3, LGA 2066,","AM3+, AM4, FM2, FM2+, LGA 1151 (Coffee Lake), LGA 1151 (Kaby Lake), LGA 1151 (Skylake), LGA 1200, LGA 2011-V3, LGA 2066, LGA 2566, LGA 3647-V1, LGA 3647-V3, LGA 4189, LGA 4926,",163,,,,0.67,,,Prefabs/CoolingSystems/AirCoolers/Raijintek/AC_Raijintek_MYA RBW,Raijintek MYA RBW
CPU Cooler - Air,Raijintek,MYA RBW 2X,Y,Y,180,60,16,1,,,RGB,Air Cooler,,140.0,,,,,,,,,,,,,,,,,Y,,,,,,Y,,,Y,,,,,,"LGA 3647-V3 (2P), LGA 4189 (2P), LGA 4926 (2P),",163,,,,0.67,,,Prefabs/CoolingSystems/AirCoolers/Raijintek/AC_Raijintek_MYA RBW,Raijintek MYA RBW 2X
CPU Cooler - Air,Raijintek,MYA RBW 4X,Y,Y,360,120,18,95,,,RGB,Air Cooler,,280.0,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,"LGA 3647-V3 (4P),",163,,,,0.67,,,Prefabs/CoolingSystems/AirCoolers/Raijintek/AC_Raijintek_MYA RBW,Raijintek MYA RBW 4X
CPU Cooler - Air,Raijintek,MYA RBW 8X,Y,Y,720,240,23,35,,,RGB,Air Cooler,,560.0,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,"LGA 3647-V3 (8P),",163,,,,0.67,,,Prefabs/CoolingSystems/AirCoolers/Raijintek/AC_Raijintek_MYA RBW,Raijintek MYA RBW 8X
CPU Cooler - Air,Raijintek,PALLAS 120,,Y,70,23,10,60,1.2,,,Air Cooler,,45.0,Y,Y,Y,Y,Y,,,Y,Y,Y,Y,Y,Y,,,,,,,,,,,,,,,,,,"AM3+, AM4, FM2, FM2+, LGA 1151 (Coffee Lake), LGA 1151 (Kaby Lake), LGA 1151 (Skylake), LGA 1200, LGA 2011-V3, LGA 2066,","AM3+, AM4, FM2, FM2+, LGA 1151 (Coffee Lake), LGA 1151 (Kaby Lake), LGA 1151 (Skylake), LGA 1200, LGA 2011-V3, LGA 2066, LGA 2566,",68,,,,0.67,,,Prefabs/CoolingSystems/AirCoolers/Raijintek/AC_Raijintek_PALLAS_120_SERIES,Raijintek PALLAS 120
CPU Cooler - Air,Raijintek,Themis Evo,,Y,35,12,2,30,1.0,,,Air Cooler,,65.58,Y,Y,Y,Y,Y,,,,Y,Y,Y,Y,,,,,,,,,,,,,,,,,,,"AM3+, AM4, FM2, FM2+, LGA 1151 (Coffee Lake), LGA 1151 (Kaby Lake), LGA 1151 (Skylake), LGA 1200, LGA 2011-V3,","AM3+, AM4, FM2, FM2+, LGA 1151 (Coffee Lake), LGA 1151 (Kaby Lake), LGA 1151 (Skylake), LGA 1200, LGA 2011-V3,",165,,,,2.24,,,Prefabs/CoolingSystems/AirCoolers/Raijintek/THEMIS Evo,Raijintek Themis Evo
CPU Cooler - Air,Raijintek,Tisis,,Y,70,23,18,16,1.0,,,Air Cooler,,70.2,Y,Y,Y,Y,Y,,,,Y,Y,Y,Y,,Y,Y,Y,,Y,,,,,,,,,,,,,"AM3+, AM4, FM2, FM2+, LGA 1151 (Coffee Lake), LGA 1151 (Kaby Lake), LGA 1151 (Skylake), LGA 1200, LGA 2011-V3,","AM3+, AM4, FM2, FM2+, LGA 1151 (Coffee Lake), LGA 1151 (Kaby Lake), LGA 1151 (Skylake), LGA 1200, LGA 2011-V3, LGA 3647-V1, LGA 3647-V3, LGA 4189, LGA 4926,",167,,,,0.9,,,Prefabs/CoolingSystems/AirCoolers/Raijintek/Tisis,Raijintek Tisis
CPU Cooler - Air,Raijintek,Tisis 2X,Y,Y,140,46,18,16,,,,Air Cooler,,140.0,,,,,,,,,,,,,,,,,Y,,,,,,Y,,,Y,,,,,,"LGA 3647-V3 (2P), LGA 4189 (2P), LGA 4926 (2P),",167,,,,0.9,,,Prefabs/CoolingSystems/AirCoolers/Raijintek/Tisis,Raijintek Tisis 2X
CPU Cooler - Air,Raijintek,Tisis 4X,Y,Y,280,92,18,95,,,,Air Cooler,,280.0,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,"LGA 3647-V3 (4P),",167,,,,0.9,,,Prefabs/CoolingSystems/AirCoolers/Raijintek/Tisis,Raijintek Tisis 4X
CPU Cooler - Air,Raijintek,Tisis 8X,Y,Y,560,184,23,35,,,,Air Cooler,,561.0,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,"LGA 3647-V3 (8P),",167,,,,0.9,,,Prefabs/CoolingSystems/AirCoolers/Raijintek/Tisis,Raijintek Tisis 8X
CPU Cooler - Air,SilverStone,AR07,,Y,95,32,14,50,1.0,,,Air Cooler,,93.0,Y,Y,Y,Y,Y,,,Y,Y,Y,Y,Y,Y,Y,Y,Y,,Y,,,,,,,,,,,,,"AM3+, AM4, FM2, FM2+, LGA 1151 (Coffee Lake), LGA 1151 (Kaby Lake), LGA 1151 (Skylake), LGA 1200, LGA 2011-V3, LGA 2066,","AM3+, AM4, FM2, FM2+, LGA 1151 (Coffee Lake), LGA 1151 (Kaby Lake), LGA 1151 (Skylake), LGA 1200, LGA 2011-V3, LGA 2066, LGA 2566, LGA 3647-V1, LGA 3647-V3, LGA 4189, LGA 4926,",163,,,,,,,Prefabs/CoolingSystems/AirCoolers/SilverStone/AR07,SilverStone AR07
CPU Cooler - Air,SilverStone,AR07 2X,Y,Y,190,64,16,1,,,,Air Cooler,,186.0,,,,,,,,,,,,,,,,,Y,,,,,,Y,,,Y,,,,,,"LGA 3647-V3 (2P), LGA 4189 (2P), LGA 4926 (2P),",163,,,,,,,Prefabs/CoolingSystems/AirCoolers/SilverStone/AR07,SilverStone AR07 2X
CPU Cooler - Air,SilverStone,AR07 4X,Y,Y,380,128,18,95,,,,Air Cooler,,372.0,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,"LGA 3647-V3 (4P),",163,,,,,,,Prefabs/CoolingSystems/AirCoolers/SilverStone/AR07,SilverStone AR07 4X
CPU Cooler - Air,SilverStone,AR07 8X,Y,Y,760,256,23,35,,,,Air Cooler,,744.0,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,"LGA 3647-V3 (8P),",163,,,,,,,Prefabs/CoolingSystems/AirCoolers/SilverStone/AR07,SilverStone AR07 8X
CPU Cooler - Air,SilverStone,AR08,,Y,40,13,4,1,1.0,,,Air Cooler,,49.5,Y,Y,Y,Y,Y,,,Y,Y,Y,Y,Y,Y,,,,,,,,,,,,,,,,,,"AM3+, AM4, FM2, FM2+, LGA 1151 (Coffee Lake), LGA 1151 (Kaby Lake), LGA 1151 (Skylake), LGA 1200, LGA 2011-V3, LGA 2066,","AM3+, AM4, FM2, FM2+, LGA 1151 (Coffee Lake), LGA 1151 (Kaby Lake), LGA 1151 (Skylake), LGA 1200, LGA 2011-V3, LGA 2066, LGA 2566,",134,,,,,,,Prefabs/CoolingSystems/AirCoolers/SilverStone/AR08,SilverStone AR08
CPU Cooler - Air,SilverStone,HE01,,Y,80,27,16,53,1.0,,,Air Cooler,,171.0,Y,Y,Y,Y,Y,,,Y,Y,Y,Y,Y,Y,,,,,,,,,,,,,,,,,,"AM3+, AM4, FM2, FM2+, LGA 1151 (Coffee Lake), LGA 1151 (Kaby Lake), LGA 1151 (Skylake), LGA 1200, LGA 2011-V3, LGA 2066,","AM3+, AM4, FM2, FM2+, LGA 1151 (Coffee Lake), LGA 1151 (Kaby Lake), LGA 1151 (Skylake), LGA 1200, LGA 2011-V3, LGA 2066, LGA 2566,",161,,,,,,,Prefabs/CoolingSystems/AirCoolers/SilverStone/HE01,SilverStone HE01
CPU Cooler - Air,SilverStone,HE02,,Y,75,25,16,31,1.0,,,Air Cooler,Y,70.0,Y,Y,Y,Y,Y,,,Y,Y,Y,Y,Y,Y,Y,Y,Y,,Y,,,,,,,,,,,,,"AM3+, AM4, FM2, FM2+, LGA 1151 (Coffee Lake), LGA 1151 (Kaby Lake), LGA 1151 (Skylake), LGA 1200, LGA 2011-V3, LGA 2066,","AM3+, AM4, FM2, FM2+, LGA 1151 (Coffee Lake), LGA 1151 (Kaby Lake), LGA 1151 (Skylake), LGA 1200, LGA 2011-V3, LGA 2066, LGA 2566, LGA 3647-V1, LGA 3647-V3, LGA 4189, LGA 4926,",160,,,,,,Y,Prefabs/CoolingSystems/AirCoolers/SilverStone/HE02,SilverStone HE02
CPU Cooler - Air,SilverStone,HE02 2X,Y,Y,150,50,16,1,,,,Air Cooler,Y,140.0,,,,,,,,,,,,,,,,,Y,,,,,,Y,,,Y,,,,,,"LGA 3647-V3 (2P), LGA 4189 (2P), LGA 4926 (2P),",160,,,,,,,Prefabs/CoolingSystems/AirCoolers/SilverStone/HE02,SilverStone HE02 2X
CPU Cooler - Air,SilverStone,HE02 4X,Y,Y,300,100,18,95,,,,Air Cooler,Y,280.0,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,"LGA 3647-V3 (4P),",160,,,,,,,Prefabs/CoolingSystems/AirCoolers/SilverStone/HE02,SilverStone HE02 4X
CPU Cooler - Air,SilverStone,HE02 8X,Y,Y,600,200,23,35,,,,Air Cooler,Y,560.0,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,"LGA 3647-V3 (8P),",160,,,,,,,Prefabs/CoolingSystems/AirCoolers/SilverStone/HE02,SilverStone HE02 8X
CPU Cooler - Air,SilverStone,HE03,Y,Y,165,85,20,31,,,,Air Cooler,Y,200.0,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,,Y,Y,Y,Y,Y,,,,,,,,,,"LGA 1151 (Coffee Lake), LGA 1151 (Kaby Lake), LGA 1151 (Skylake), TR4, LGA 2066, LGA 2566, AM4, sTRX4, LGA 2011-V3, FM2+, FM2, LGA 1200, AM3+, SP3r1, SP3r2, SP6, LGA 3647-V1, LGA 3647-V3, LGA 4189, LGA 4926, LGA 5903,",160,,,,,,,Prefabs/CoolingSystems/AirCoolers/SilverStone/HE02,SilverStone HE03
