Part Type,Manufacturer,Part Name,HEM,In Shop,Price,Sell Price,Level,Level %,Steam Version,Platform Lock,Lighting,Size (GB),Frequency,RAM Type,Voltage,Size each (GB),Number,Price per GB,Part Name (Base),DLC2 Random Jobs,OC Base Voltage,OC Base Freq,Asset Path,Full Part Name
Memory,G.SKILL,Trident X MAX (Silver) 4 GB 6300 MHz,Y,Y,725,385,32,35,,,,4,6300,DDR4,1.5,4,1,16.9,Trident X MAX (Silver),,1.776,7650,Prefabs/RAM/GSKILL/G_Skill_Trident_Z_Silver,G.SKILL Trident X MAX (Silver) 4 GB 6300 MHz
Memory,G.SKILL,Trident X MAX (Silver) 8 GB 6000 MHz,Y,Y,685,355,31,85,,,,8,6000,DDR4,1.5,8,1,16.9,Trident X MAX (Silver),,1.75,7375,Prefabs/RAM/GSKILL/G_Skill_Trident_Z_Silver,G.SKILL Trident X MAX (Silver) 8 GB 6000 MHz
Memory,G.SKILL,Trident Z (Black) 16 GB 4000 MHz,,Y,270,90,15,1,1.0,,,16,4000,DDR4,1.35,16,1,16.9,Trident Z (Black),,1.65,4280,Prefabs/RAM/GSKILL/G_Skill_Trident_Z_Black,G.SKILL Trident Z (Black) 16 GB 4000 MHz
Memory,G.SKILL,Trident Z (Black) 8 GB 10400 MHz,Y,Y,1235,1000,39,15,,,,8,10400,DDR5,1.3,8,1,16.9,Trident Z (Black),,2.0,11400,Prefabs/RAM/GSKILL/G_Skill_Trident_Z_Black,G.SKILL Trident Z (Black) 8 GB 10400 MHz
Memory,G.SKILL,Trident Z (Black) 8 GB 4400 MHz,,Y,220,73,25,1,1.0,,,8,4400,DDR4,1.4,8,1,27.5,Trident Z (Black),,1.65,4708,Prefabs/RAM/GSKILL/G_Skill_Trident_Z_Black,G.SKILL Trident Z (Black) 8 GB 4400 MHz
Memory,G.SKILL,Trident Z (Black) 8 GB 4500 MHz,,Y,252,84,27,1,1.0,,,8,4500,DDR4,1.45,8,1,31.5,Trident Z (Black),,1.65,4815,Prefabs/RAM/GSKILL/G_Skill_Trident_Z_Black,G.SKILL Trident Z (Black) 8 GB 4500 MHz
Memory,G.SKILL,Trident Z (Silver) 16 GB 4000 MHz,,Y,270,90,15,1,1.0,,,16,4000,DDR4,1.35,16,1,16.9,Trident Z (Silver),,1.65,4280,Prefabs/RAM/GSKILL/G_Skill_Trident_Z_Silver,G.SKILL Trident Z (Silver) 16 GB 4000 MHz
Memory,G.SKILL,Trident Z (Silver) 8 GB 10400 MHz,Y,Y,1235,1000,39,15,,,,8,10400,DDR5,1.3,8,1,16.9,Trident Z (Silver),,2.0,11400,Prefabs/RAM/GSKILL/G_Skill_Trident_Z_Silver,G.SKILL Trident Z (Silver) 8 GB 10400 MHz
Memory,G.SKILL,Trident Z (Silver) 8 GB 4000 MHz,,Y,140,47,15,1,1.0,,,8,4000,DDR4,1.35,8,1,17.5,Trident Z (Silver),,1.65,4280,Prefabs/RAM/GSKILL/G_Skill_Trident_Z_Silver,G.SKILL Trident Z (Silver) 8 GB 4000 MHz
Memory,G.SKILL,Trident Z (Silver) 8 GB 4500 MHz,,Y,252,84,27,1,1.0,,,8,4500,DDR4,1.45,8,1,31.5,Trident Z (Silver),,1.65,4815,Prefabs/RAM/GSKILL/G_Skill_Trident_Z_Silver,G.SKILL Trident Z (Silver) 8 GB 4500 MHz
Memory,G.SKILL,Trident Z DDR5 Neo 16 GB 7200 MHz,Y,Y,880,765,36,25,,,RGB,16,7200,DDR5,1.15,16,1,15.0,Trident Z DDR5 Neo,,1.85,7875,v1_7_0/Prefabs/RAM/GSKILL/RAM_GSkill_Trident_Z_Neo,G.SKILL Trident Z DDR5 Neo 16 GB 7200 MHz
Memory,G.SKILL,Trident Z DDR5 Neo 32 GB 7200 MHz,Y,Y,1000,885,37,25,,,RGB,32,7200,DDR5,1.15,32,1,15.0,Trident Z DDR5 Neo,,1.85,7750,v1_7_0/Prefabs/RAM/GSKILL/RAM_GSkill_Trident_Z_Neo,G.SKILL Trident Z DDR5 Neo 32 GB 7200 MHz
Memory,G.SKILL,Trident Z DDR5 Neo 64 GB 7200 MHz,Y,Y,1285,1170,38,75,,,RGB,64,7200,DDR5,1.15,64,1,15.0,Trident Z DDR5 Neo,,1.85,7625,v1_7_0/Prefabs/RAM/GSKILL/RAM_GSkill_Trident_Z_Neo,G.SKILL Trident Z DDR5 Neo 64 GB 7200 MHz
Memory,G.SKILL,Trident Z DDR5 Neo 8 GB 7200 MHz,Y,Y,740,625,36,25,,,RGB,8,7200,DDR5,1.15,8,1,15.0,Trident Z DDR5 Neo,,1.85,8000,v1_7_0/Prefabs/RAM/GSKILL/RAM_GSkill_Trident_Z_Neo,G.SKILL Trident Z DDR5 Neo 8 GB 7200 MHz
Memory,G.SKILL,Trident Z DDR5 Royal (Gold) 16 GB 7200 MHz,Y,Y,880,765,36,25,,,RGB,16,7200,DDR5,1.15,16,1,15.0,Trident Z DDR5 Royal (Gold),,1.85,7875,v1_7_0/Prefabs/RAM/GSKILL/RAM_GSkill_Trident_Z_Royal,G.SKILL Trident Z DDR5 Royal (Gold) 16 GB 7200 MHz
Memory,G.SKILL,Trident Z DDR5 Royal (Gold) 32 GB 7200 MHz,Y,Y,1000,885,37,25,,,RGB,32,7200,DDR5,1.15,32,1,15.0,Trident Z DDR5 Royal (Gold),,1.85,7750,v1_7_0/Prefabs/RAM/GSKILL/RAM_GSkill_Trident_Z_Royal,G.SKILL Trident Z DDR5 Royal (Gold) 32 GB 7200 MHz
Memory,G.SKILL,Trident Z DDR5 Royal (Gold) 64 GB 7200 MHz,Y,Y,1285,1170,38,75,,,RGB,64,7200,DDR5,1.15,64,1,15.0,Trident Z DDR5 Royal (Gold),,1.85,7625,v1_7_0/Prefabs/RAM/GSKILL/RAM_GSkill_Trident_Z_Royal,G.SKILL Trident Z DDR5 Royal (Gold) 64 GB 7200 MHz
Memory,G.SKILL,Trident Z DDR5 Royal (Gold) 8 GB 7200 MHz,Y,Y,740,625,36,25,,,RGB,8,7200,DDR5,1.15,8,1,15.0,Trident Z DDR5 Royal (Gold),,1.85,8000,v1_7_0/Prefabs/RAM/GSKILL/RAM_GSkill_Trident_Z_Royal,G.SKILL Trident Z DDR5 Royal (Gold) 8 GB 7200 MHz
Memory,G.SKILL,Trident Z DDR5 Royal (Silver) 16 GB 7200 MHz,Y,Y,880,765,36,25,,,RGB,16,7200,DDR5,1.15,16,1,15.0,Trident Z DDR5 Royal (Silver),,1.85,8000,v1_7_0/Prefabs/RAM/GSKILL/RAM_GSkill_Trident_Z_Royal_Silver,G.SKILL Trident Z DDR5 Royal (Silver) 16 GB 7200 MHz
Memory,G.SKILL,Trident Z DDR5 Royal (Silver) 32 GB 7200 MHz,Y,Y,1000,885,37,25,,,RGB,32,7200,DDR5,1.15,32,1,15.0,Trident Z DDR5 Royal (Silver),,1.85,7875,v1_7_0/Prefabs/RAM/GSKILL/RAM_GSkill_Trident_Z_Royal_Silver,G.SKILL Trident Z DDR5 Royal (Silver) 32 GB 7200 MHz
Memory,G.SKILL,Trident Z DDR5 Royal (Silver) 64 GB 7200 MHz,Y,Y,1285,1170,38,75,,,RGB,64,7200,DDR5,1.15,64,1,15.0,Trident Z DDR5 Royal (Silver),,1.85,7625,v1_7_0/Prefabs/RAM/GSKILL/RAM_GSkill_Trident_Z_Royal_Silver,G.SKILL Trident Z DDR5 Royal (Silver) 64 GB 7200 MHz
Memory,G.SKILL,Trident Z DDR5 Royal (Silver) 8 GB 7200 MHz,Y,Y,740,625,36,25,,,RGB,8,7200,DDR5,1.15,8,1,15.0,Trident Z DDR5 Royal (Silver),,1.85,8000,v1_7_0/Prefabs/RAM/GSKILL/RAM_GSkill_Trident_Z_Royal_Silver,G.SKILL Trident Z DDR5 Royal (Silver) 8 GB 7200 MHz
Memory,G.SKILL,Trident Z Neo 16 GB 3200 MHz,,Y,220,73,10,40,1.7,,RGB,16,3200,DDR4,1.35,16,1,13.8,Trident Z Neo,,1.65,3424,v1_7_0/Prefabs/RAM/GSKILL/RAM_GSkill_Trident_Z_Neo,G.SKILL Trident Z Neo 16 GB 3200 MHz
Memory,G.SKILL,Trident Z Neo 16 GB 3600 MHz,Y,Y,235,87,11,60,,,RGB,16,3600,DDR4,1.35,16,1,13.8,Trident Z Neo,,1.65,3875,v1_7_0/Prefabs/RAM/GSKILL/RAM_GSkill_Trident_Z_Neo,G.SKILL Trident Z Neo 16 GB 3600 MHz
Memory,G.SKILL,Trident Z Neo 16 GB 3866 MHz,Y,Y,240,90,11,85,,,RGB,16,3866,DDR4,1.35,16,1,13.8,Trident Z Neo,,1.65,4200,v1_7_0/Prefabs/RAM/GSKILL/RAM_GSkill_Trident_Z_Neo,G.SKILL Trident Z Neo 16 GB 3866 MHz
Memory,G.SKILL,Trident Z Neo 16 GB 4000 MHz,Y,Y,250,100,12,25,,,RGB,16,4000,DDR4,1.35,16,1,13.8,Trident Z Neo,,1.65,4485,v1_7_0/Prefabs/RAM/GSKILL/RAM_GSkill_Trident_Z_Neo,G.SKILL Trident Z Neo 16 GB 4000 MHz
Memory,G.SKILL,Trident Z Neo 32 GB 3200 MHz,,Y,415,138,10,40,1.7,,RGB,32,3200,DDR4,1.35,32,1,13.0,Trident Z Neo,,1.65,3424,v1_7_0/Prefabs/RAM/GSKILL/RAM_GSkill_Trident_Z_Neo,G.SKILL Trident Z Neo 32 GB 3200 MHz
Memory,G.SKILL,Trident Z Neo 32 GB 3600 MHz,Y,Y,430,150,13,1,,,RGB,32,3600,DDR4,1.35,32,1,13.0,Trident Z Neo,,1.65,3985,v1_7_0/Prefabs/RAM/GSKILL/RAM_GSkill_Trident_Z_Neo,G.SKILL Trident Z Neo 32 GB 3600 MHz
Memory,G.SKILL,Trident Z Neo 32 GB 3866 MHz,Y,Y,440,160,13,45,,,RGB,32,3866,DDR4,1.35,32,1,13.0,Trident Z Neo,,1.65,4200,v1_7_0/Prefabs/RAM/GSKILL/RAM_GSkill_Trident_Z_Neo,G.SKILL Trident Z Neo 32 GB 3866 MHz
Memory,G.SKILL,Trident Z Neo 8 GB 3200 MHz,,Y,120,40,10,40,1.7,,RGB,8,3200,DDR4,1.35,8,1,15.0,Trident Z Neo,,1.65,3424,v1_7_0/Prefabs/RAM/GSKILL/RAM_GSkill_Trident_Z_Neo,G.SKILL Trident Z Neo 8 GB 3200 MHz
Memory,G.SKILL,Trident Z RGB 16 GB 3200 MHz,,Y,220,73,14,60,1.0,,RGB,16,3200,DDR4,1.35,16,1,13.8,Trident Z RGB,,1.65,3424,Prefabs/RAM/GSKILL/G_Skill_Trident_Z_RGB,G.SKILL Trident Z RGB 16 GB 3200 MHz
Memory,G.SKILL,Trident Z RGB 16 GB 3866 MHz,,Y,272,91,13,1,1.0,,RGB,16,3866,DDR4,1.35,16,1,17.0,Trident Z RGB,,1.65,4136,Prefabs/RAM/GSKILL/G_Skill_Trident_Z_RGB,G.SKILL Trident Z RGB 16 GB 3866 MHz
Memory,G.SKILL,Trident Z RGB 8 GB 3000 MHz,,Y,110,37,14,60,1.0,,RGB,8,3000,DDR4,1.35,8,1,13.8,Trident Z RGB,,1.65,3210,Prefabs/RAM/GSKILL/G_Skill_Trident_Z_RGB,G.SKILL Trident Z RGB 8 GB 3000 MHz
Memory,G.SKILL,Trident Z RGB 8 GB 3200 MHz,,Y,120,40,14,60,1.0,,RGB,8,3200,DDR4,1.35,8,1,15.0,Trident Z RGB,,1.65,3424,Prefabs/RAM/GSKILL/G_Skill_Trident_Z_RGB,G.SKILL Trident Z RGB 8 GB 3200 MHz
Memory,G.SKILL,Trident Z RGB 8 GB 3600 MHz,,Y,130,43,14,60,1.0,,RGB,8,3600,DDR4,1.35,8,1,16.3,Trident Z RGB,,1.65,3852,Prefabs/RAM/GSKILL/G_Skill_Trident_Z_RGB,G.SKILL Trident Z RGB 8 GB 3600 MHz
Memory,G.SKILL,Trident Z RGB 8 GB 4000 MHz,,Y,150,50,15,40,1.0,,RGB,8,4000,DDR4,1.35,8,1,18.8,Trident Z RGB,,1.65,4280,Prefabs/RAM/GSKILL/G_Skill_Trident_Z_RGB,G.SKILL Trident Z RGB 8 GB 4000 MHz
Memory,G.SKILL,Trident Z RGB 8 GB 4400 MHz,,Y,230,77,25,40,1.0,,RGB,8,4400,DDR4,1.4,8,1,28.8,Trident Z RGB,,1.65,4708,Prefabs/RAM/GSKILL/G_Skill_Trident_Z_RGB,G.SKILL Trident Z RGB 8 GB 4400 MHz
Memory,G.SKILL,Trident Z RGB 8 GB 4800 MHz,,Y,430,143,30,1,1.0,,RGB,8,4800,DDR4,1.5,8,1,53.8,Trident Z RGB,,1.65,5136,Prefabs/RAM/GSKILL/G_Skill_Trident_Z_RGB,G.SKILL Trident Z RGB 8 GB 4800 MHz
Memory,G.SKILL,Trident Z RGB DDR5 16 GB 7200 MHz,Y,Y,940,825,36,85,,,RGB,16,7200,DDR5,1.15,16,1,15.0,Trident Z RGB DDR5,,1.85,8475,Prefabs/RAM/GSKILL/G_Skill_Trident_Z_RGB,G.SKILL Trident Z RGB DDR5 16 GB 7200 MHz
Memory,G.SKILL,Trident Z RGB DDR5 32 GB 7200 MHz,Y,Y,1100,985,37,85,,,RGB,32,7200,DDR5,1.15,32,1,15.0,Trident Z RGB DDR5,,1.85,8350,Prefabs/RAM/GSKILL/G_Skill_Trident_Z_RGB,G.SKILL Trident Z RGB DDR5 32 GB 7200 MHz
Memory,G.SKILL,Trident Z RGB DDR5 64 GB 7200 MHz,Y,Y,1365,1245,37,85,,,RGB,64,7200,DDR5,1.15,64,1,15.0,Trident Z RGB DDR5,,1.85,8150,Prefabs/RAM/GSKILL/G_Skill_Trident_Z_RGB,G.SKILL Trident Z RGB DDR5 64 GB 7200 MHz
Memory,G.SKILL,Trident Z RGB DDR5 8 GB 7200 MHz,Y,Y,800,685,36,85,,,RGB,8,7200,DDR5,1.15,8,1,15.0,Trident Z RGB DDR5,,1.85,8600,Prefabs/RAM/GSKILL/G_Skill_Trident_Z_RGB,G.SKILL Trident Z RGB DDR5 8 GB 7200 MHz
Memory,G.SKILL,Trident Z Royal (Gold) 16 GB 3200 MHz,,Y,220,73,10,60,1.7,,RGB,16,3200,DDR4,1.35,16,1,13.8,Trident Z Royal (Gold),,1.65,3424,v1_7_0/Prefabs/RAM/GSKILL/RAM_GSkill_Trident_Z_Royal,G.SKILL Trident Z Royal (Gold) 16 GB 3200 MHz
Memory,G.SKILL,Trident Z Royal (Gold) 16 GB 3600 MHz,Y,Y,235,87,11,60,,,RGB,16,3600,DDR4,1.35,16,1,13.8,Trident Z Royal (Gold),,1.65,3875,v1_7_0/Prefabs/RAM/GSKILL/RAM_GSkill_Trident_Z_Royal,G.SKILL Trident Z Royal (Gold) 16 GB 3600 MHz
Memory,G.SKILL,Trident Z Royal (Gold) 16 GB 3866 MHz,Y,Y,240,90,11,85,,,RGB,16,3866,DDR4,1.35,16,1,13.8,Trident Z Royal (Gold),,1.65,4200,v1_7_0/Prefabs/RAM/GSKILL/RAM_GSkill_Trident_Z_Royal,G.SKILL Trident Z Royal (Gold) 16 GB 3866 MHz
Memory,G.SKILL,Trident Z Royal (Gold) 16 GB 4000 MHz,Y,Y,250,100,12,25,,,RGB,16,4000,DDR4,1.35,16,1,13.8,Trident Z Royal (Gold),,1.65,4485,v1_7_0/Prefabs/RAM/GSKILL/RAM_GSkill_Trident_Z_Royal,G.SKILL Trident Z Royal (Gold) 16 GB 4000 MHz
Memory,G.SKILL,Trident Z Royal (Gold) 16 GB 4266 MHz,,Y,360,120,25,10,1.14,,RGB,16,4266,DDR4,1.2,16,1,22.5,Trident Z Royal (Gold),,1.65,4564,v1_7_0/Prefabs/RAM/GSKILL/RAM_GSkill_Trident_Z_Royal,G.SKILL Trident Z Royal (Gold) 16 GB 4266 MHz
Memory,G.SKILL,Trident Z Royal (Gold) 32 GB 3200 MHz,,Y,415,138,10,60,1.7,,RGB,32,3200,DDR4,1.35,32,1,13.0,Trident Z Royal (Gold),,1.65,3424,v1_7_0/Prefabs/RAM/GSKILL/RAM_GSkill_Trident_Z_Royal,G.SKILL Trident Z Royal (Gold) 32 GB 3200 MHz
Memory,G.SKILL,Trident Z Royal (Gold) 32 GB 3600 MHz,Y,Y,430,150,13,1,,,RGB,32,3600,DDR4,1.35,32,1,13.0,Trident Z Royal (Gold),,1.65,3985,v1_7_0/Prefabs/RAM/GSKILL/RAM_GSkill_Trident_Z_Royal,G.SKILL Trident Z Royal (Gold) 32 GB 3600 MHz
Memory,G.SKILL,Trident Z Royal (Gold) 32 GB 3866 MHz,Y,Y,440,160,13,45,,,RGB,32,3866,DDR4,1.35,32,1,13.0,Trident Z Royal (Gold),,1.65,4200,v1_7_0/Prefabs/RAM/GSKILL/RAM_GSkill_Trident_Z_Royal,G.SKILL Trident Z Royal (Gold) 32 GB 3866 MHz
Memory,G.SKILL,Trident Z Royal (Gold) 8 GB 3200 MHz,,Y,120,40,10,60,1.7,,RGB,8,3200,DDR4,1.35,8,1,15.0,Trident Z Royal (Gold),,1.65,3424,v1_7_0/Prefabs/RAM/GSKILL/RAM_GSkill_Trident_Z_Royal,G.SKILL Trident Z Royal (Gold) 8 GB 3200 MHz
Memory,G.SKILL,Trident Z Royal (Gold) 8 GB 3600 MHz,Y,Y,135,50,11,15,,,RGB,8,3600,DDR4,1.35,8,1,15.0,Trident Z Royal (Gold),,1.65,3850,v1_7_0/Prefabs/RAM/GSKILL/RAM_GSkill_Trident_Z_Royal,G.SKILL Trident Z Royal (Gold) 8 GB 3600 MHz
Memory,G.SKILL,Trident Z Royal (Gold) 8 GB 4000 MHz,Y,Y,150,58,11,50,,,RGB,8,4000,DDR4,1.35,8,1,15.0,Trident Z Royal (Gold),,1.65,4350,v1_7_0/Prefabs/RAM/GSKILL/RAM_GSkill_Trident_Z_Royal,G.SKILL Trident Z Royal (Gold) 8 GB 4000 MHz
Memory,G.SKILL,Trident Z Royal (Gold) 8 GB 4400 MHz,Y,Y,165,70,11,75,,,RGB,8,4400,DDR4,1.35,8,1,15.0,Trident Z Royal (Gold),,1.65,5000,v1_7_0/Prefabs/RAM/GSKILL/RAM_GSkill_Trident_Z_Royal,G.SKILL Trident Z Royal (Gold) 8 GB 4400 MHz
Memory,G.SKILL,Trident Z Royal (Silver) 16 GB 3200 MHz,,Y,220,73,10,60,1.7,,RGB,16,3200,DDR4,1.35,16,1,13.8,Trident Z Royal (Silver),,1.65,3424,v1_7_0/Prefabs/RAM/GSKILL/RAM_GSkill_Trident_Z_Royal_Silver,G.SKILL Trident Z Royal (Silver) 16 GB 3200 MHz
Memory,G.SKILL,Trident Z Royal (Silver) 16 GB 3600 MHz,Y,Y,235,87,11,60,,,RGB,16,3600,DDR4,1.35,16,1,13.8,Trident Z Royal (Silver),,1.65,3875,v1_7_0/Prefabs/RAM/GSKILL/RAM_GSkill_Trident_Z_Royal_Silver,G.SKILL Trident Z Royal (Silver) 16 GB 3600 MHz
Memory,G.SKILL,Trident Z Royal (Silver) 16 GB 3866 MHz,Y,Y,240,90,11,85,,,RGB,16,3866,DDR4,1.35,16,1,13.8,Trident Z Royal (Silver),,1.65,4200,v1_7_0/Prefabs/RAM/GSKILL/RAM_GSkill_Trident_Z_Royal_Silver,G.SKILL Trident Z Royal (Silver) 16 GB 3866 MHz
Memory,G.SKILL,Trident Z Royal (Silver) 16 GB 4000 MHz,Y,Y,250,100,12,25,,,RGB,16,4000,DDR4,1.35,16,1,13.8,Trident Z Royal (Silver),,1.65,4485,v1_7_0/Prefabs/RAM/GSKILL/RAM_GSkill_Trident_Z_Royal_Silver,G.SKILL Trident Z Royal (Silver) 16 GB 4000 MHz
Memory,G.SKILL,Trident Z Royal (Silver) 16 GB 4266 MHz,,Y,360,120,25,10,1.14,,RGB,16,4266,DDR4,1.2,16,1,22.5,Trident Z Royal (Silver),,1.65,4564,v1_7_0/Prefabs/RAM/GSKILL/RAM_GSkill_Trident_Z_Royal_Silver,G.SKILL Trident Z Royal (Silver) 16 GB 4266 MHz
Memory,G.SKILL,Trident Z Royal (Silver) 32 GB 3200 MHz,,Y,415,138,10,60,1.7,,RGB,32,3200,DDR4,1.35,32,1,13.0,Trident Z Royal (Silver),,1.65,3424,v1_7_0/Prefabs/RAM/GSKILL/RAM_GSkill_Trident_Z_Royal_Silver,G.SKILL Trident Z Royal (Silver) 32 GB 3200 MHz
Memory,G.SKILL,Trident Z Royal (Silver) 32 GB 3600 MHz,Y,Y,430,150,13,1,,,RGB,32,3600,DDR4,1.35,32,1,13.0,Trident Z Royal (Silver),,1.65,3985,v1_7_0/Prefabs/RAM/GSKILL/RAM_GSkill_Trident_Z_Royal_Silver,G.SKILL Trident Z Royal (Silver) 32 GB 3600 MHz
Memory,G.SKILL,Trident Z Royal (Silver) 32 GB 3866 MHz,Y,Y,440,160,13,45,,,RGB,32,3866,DDR4,1.35,32,1,13.0,Trident Z Royal (Silver),,1.65,4200,v1_7_0/Prefabs/RAM/GSKILL/RAM_GSkill_Trident_Z_Royal_Silver,G.SKILL Trident Z Royal (Silver) 32 GB 3866 MHz
Memory,G.SKILL,Trident Z Royal (Silver) 8 GB 3200 MHz,,Y,120,40,10,60,1.7,,RGB,8,3200,DDR4,1.35,8,1,15.0,Trident Z Royal (Silver),,1.65,3424,v1_7_0/Prefabs/RAM/GSKILL/RAM_GSkill_Trident_Z_Royal_Silver,G.SKILL Trident Z Royal (Silver) 8 GB 3200 MHz
Memory,G.SKILL,Trident Z Royal (Silver) 8 GB 3600 MHz,Y,Y,135,50,11,15,,,RGB,8,3600,DDR4,1.35,8,1,15.0,Trident Z Royal (Silver),,1.65,3850,v1_7_0/Prefabs/RAM/GSKILL/RAM_GSkill_Trident_Z_Royal_Silver,G.SKILL Trident Z Royal (Silver) 8 GB 3600 MHz
Memory,G.SKILL,Trident Z Royal (Silver) 8 GB 4000 MHz,Y,Y,150,58,11,50,,,RGB,8,4000,DDR4,1.35,8,1,15.0,Trident Z Royal (Silver),,1.65,4350,v1_7_0/Prefabs/RAM/GSKILL/RAM_GSkill_Trident_Z_Royal_Silver,G.SKILL Trident Z Royal (Silver) 8 GB 4000 MHz
Memory,G.SKILL,Trident Z Royal (Silver) 8 GB 4400 MHz,Y,Y,165,70,11,75,,,RGB,8,4400,DDR4,1.35,8,1,15.0,Trident Z Royal (Silver),,1.65,5000,v1_7_0/Prefabs/RAM/GSKILL/RAM_GSkill_Trident_Z_Royal_Silver,G.SKILL Trident Z Royal (Silver) 8 GB 4400 MHz
Memory,G.SKILL,Trident Z Royal Elite DDR4 Gold 16 GB 3600 MHz,,Y,240,80,34,10,1.15,,RGB,16,3600,DDR4,1.2,16,1,15.0,Trident Z Royal Elite DDR4 Gold,,1.65,3852,v1_15_0/Prefabs/RAM/GSkill/RAM_GSkill_Trident_Z_Royal_elite_Gold_MS,G.SKILL Trident Z Royal Elite DDR4 Gold 16 GB 3600 MHz
Memory,G.SKILL,Trident Z Royal Elite DDR4 Gold 16 GB 4000 MHz,,Y,280,93,34,10,1.15,,RGB,16,4000,DDR4,1.2,16,1,17.5,Trident Z Royal Elite DDR4 Gold,,1.65,4280,v1_15_0/Prefabs/RAM/GSkill/RAM_GSkill_Trident_Z_Royal_elite_Gold_MS,G.SKILL Trident Z Royal Elite DDR4 Gold 16 GB 4000 MHz
Memory,G.SKILL,Trident Z Royal Elite DDR4 Gold 16 GB 4266 MHz,,Y,360,120,34,10,1.15,,RGB,16,4266,DDR4,1.2,16,1,22.5,Trident Z Royal Elite DDR4 Gold,,1.65,4564,v1_15_0/Prefabs/RAM/GSkill/RAM_GSkill_Trident_Z_Royal_elite_Gold_MS,G.SKILL Trident Z Royal Elite DDR4 Gold 16 GB 4266 MHz
Memory,G.SKILL,Trident Z Royal Elite DDR4 Gold 16 GB 4800 MHz,,Y,840,280,34,10,1.15,,RGB,16,4800,DDR4,1.2,16,1,52.5,Trident Z Royal Elite DDR4 Gold,,1.65,5136,v1_15_0/Prefabs/RAM/GSkill/RAM_GSkill_Trident_Z_Royal_elite_Gold_MS,G.SKILL Trident Z Royal Elite DDR4 Gold 16 GB 4800 MHz
Memory,G.SKILL,Trident Z Royal Elite DDR4 Gold 32 GB 4266 MHz,,Y,695,232,34,10,1.15,,RGB,32,4266,DDR4,1.2,32,1,21.7,Trident Z Royal Elite DDR4 Gold,,1.65,4564,v1_15_0/Prefabs/RAM/GSkill/RAM_GSkill_Trident_Z_Royal_elite_Gold_MS,G.SKILL Trident Z Royal Elite DDR4 Gold 32 GB 4266 MHz
Memory,G.SKILL,Trident Z Royal Elite DDR4 Gold 8 GB 3600 MHz,,Y,130,43,34,10,1.15,,RGB,8,3600,DDR4,1.2,8,1,16.3,Trident Z Royal Elite DDR4 Gold,,1.65,3852,v1_15_0/Prefabs/RAM/GSkill/RAM_GSkill_Trident_Z_Royal_elite_Gold_MS,G.SKILL Trident Z Royal Elite DDR4 Gold 8 GB 3600 MHz
Memory,G.SKILL,Trident Z Royal Elite DDR4 Gold 8 GB 4000 MHz,,Y,150,50,34,10,1.15,,RGB,8,4000,DDR4,1.2,8,1,18.8,Trident Z Royal Elite DDR4 Gold,,1.65,4280,v1_15_0/Prefabs/RAM/GSkill/RAM_GSkill_Trident_Z_Royal_elite_Gold_MS,G.SKILL Trident Z Royal Elite DDR4 Gold 8 GB 4000 MHz
Memory,G.SKILL,Trident Z Royal Elite DDR4 Silver 16 GB 3600 MHz,,Y,240,80,34,10,1.15,,RGB,16,3600,DDR4,1.2,16,1,15.0,Trident Z Royal Elite DDR4 Silver,,1.65,3852,v1_15_0/Prefabs/RAM/GSkill/RAM_GSkill_Trident_Z_Royal_elite_Silver,G.SKILL Trident Z Royal Elite DDR4 Silver 16 GB 3600 MHz
Memory,G.SKILL,Trident Z Royal Elite DDR4 Silver 16 GB 4000 MHz,,Y,280,93,34,10,1.15,,RGB,16,4000,DDR4,1.2,16,1,17.5,Trident Z Royal Elite DDR4 Silver,,1.65,4280,v1_15_0/Prefabs/RAM/GSkill/RAM_GSkill_Trident_Z_Royal_elite_Silver,G.SKILL Trident Z Royal Elite DDR4 Silver 16 GB 4000 MHz
Memory,G.SKILL,Trident Z Royal Elite DDR4 Silver 16 GB 4266 MHz,,Y,360,120,34,10,1.15,,RGB,16,4266,DDR4,1.2,16,1,22.5,Trident Z Royal Elite DDR4 Silver,,1.65,4564,v1_15_0/Prefabs/RAM/GSkill/RAM_GSkill_Trident_Z_Royal_elite_Silver,G.SKILL Trident Z Royal Elite DDR4 Silver 16 GB 4266 MHz
Memory,G.SKILL,Trident Z Royal Elite DDR4 Silver 16 GB 4800 MHz,,Y,840,280,34,10,1.15,,RGB,16,4800,DDR4,1.2,16,1,52.5,Trident Z Royal Elite DDR4 Silver,,1.65,5136,v1_15_0/Prefabs/RAM/GSkill/RAM_GSkill_Trident_Z_Royal_elite_Silver,G.SKILL Trident Z Royal Elite DDR4 Silver 16 GB 4800 MHz
Memory,G.SKILL,Trident Z Royal Elite DDR4 Silver 32 GB 4266 MHz,,Y,695,232,34,10,1.15,,RGB,32,4266,DDR4,1.2,32,1,21.7,Trident Z Royal Elite DDR4 Silver,,1.65,4564,v1_15_0/Prefabs/RAM/GSkill/RAM_GSkill_Trident_Z_Royal_elite_Silver,G.SKILL Trident Z Royal Elite DDR4 Silver 32 GB 4266 MHz
Memory,G.SKILL,Trident Z Royal Elite DDR4 Silver 8 GB 3600 MHz,,Y,130,43,34,10,1.15,,RGB,8,3600,DDR4,1.2,8,1,16.3,Trident Z Royal Elite DDR4 Silver,,1.65,3852,v1_15_0/Prefabs/RAM/GSkill/RAM_GSkill_Trident_Z_Royal_elite_Silver,G.SKILL Trident Z Royal Elite DDR4 Silver 8 GB 3600 MHz
