Part Type,Manufacturer,Part Name,HEM,In Shop,Price,Sell Price,Level,Level %,Steam Version,Platform Lock,Lighting,Type,No Fan,Air Flow,AM4,LGA 1151 (Skylake),LGA 1151 (Kaby Lake),LGA 1151 (Coffee Lake),LGA 1200,TR4,sTRX4,LGA 2066,AM3+,FM2,FM2+,LGA 2011-V3,LGA 2566,LGA 3647-V1,LGA 3647-V3,LGA 4189,LGA 4189 (2P),LGA 4926,LGA 5903,SP3r1,SP3r2,SP6,LGA 3647-V3 (2P),LGA 3647-V3 (4P),LGA 3647-V3 (8P),LGA 4926 (2P),LGA 5903 (2P),SP3r1 (2P),SP3r2 (2P),SP6 (2P),CPU Socket List,CPU Socket List (HEM),Height,Size,Slots,Thickness,Air Pressure,DLC2 Random Jobs,Exclude From Random Jobs,Asset Path,Full Part Name
CPU Cooler - Liquid,CORSAIR,H80i v2,,Y,140,47,29,30,1.0,,RGB,Liquid Cooler,,100.0,Y,Y,Y,Y,Y,,,Y,Y,Y,Y,Y,Y,Y,Y,Y,,Y,,,,,,,,,,,,,"AM3+, AM4, FM2, FM2+, LGA 1151 (Coffee Lake), LGA 1151 (Kaby Lake), LGA 1151 (Skylake), LGA 1200, LGA 2011-V3, LGA 2066,","AM3+, AM4, FM2, FM2+, LGA 1151 (Coffee Lake), LGA 1151 (Kaby Lake), LGA 1151 (Skylake), LGA 1200, LGA 2011-V3, LGA 2066, LGA 2566, LGA 3647-V1, LGA 3647-V3, LGA 4189, LGA 4926,",53,120.0,1.0,0.454,,,,Prefabs/CoolingSystems/LiquidCoolers/Corsair/Corsair_HydroH80iV2,CORSAIR H80i v2,CORSAIR H80i v2
CPU Cooler - Liquid,CORSAIR,iCUE H100i RGB PRO XT,,Y,120,40,30,1,1.10,PC,RGB,Liquid Cooler,,75.0,Y,Y,Y,Y,Y,,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,,Y,,Y,Y,Y,,,,,,,,,"AM3+, AM4, FM2, FM2+, LGA 1151 (Coffee Lake), LGA 1151 (Kaby Lake), LGA 1151 (Skylake), LGA 1200, LGA 2011-V3, LGA 2066, sTRX4,","AM3+, AM4, FM2, FM2+, LGA 1151 (Coffee Lake), LGA 1151 (Kaby Lake), LGA 1151 (Skylake), LGA 1200, LGA 2011-V3, LGA 2066, LGA 2566, TR4, sTRX4, LGA 3647-V1, LGA 3647-V3, LGA 4189, LGA 4926, SP3r1, SP3r2, SP6,",52,240.0,2.0,0.272,,,,v1_10_0/Prefabs/CoolingSystems/LiquidCoolers/Corsair/LC_Corsair_iCUE_H150i_RGB_PRO_XT_240,CORSAIR iCUE H100i RGB PRO XT,CORSAIR iCUE H100i RGB PRO XT
CPU Cooler - Liquid,CORSAIR,iCUE H115i RGB PRO XT,,Y,140,47,30,1,1.10,PC,RGB,Liquid Cooler,,110.0,Y,Y,Y,Y,Y,,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,,Y,,Y,Y,Y,,,,,,,,,"AM3+, AM4, FM2, FM2+, LGA 1151 (Coffee Lake), LGA 1151 (Kaby Lake), LGA 1151 (Skylake), LGA 1200, LGA 2011-V3, LGA 2066, sTRX4,","AM3+, AM4, FM2, FM2+, LGA 1151 (Coffee Lake), LGA 1151 (Kaby Lake), LGA 1151 (Skylake), LGA 1200, LGA 2011-V3, LGA 2066, LGA 2566, TR4, sTRX4, LGA 3647-V1, LGA 3647-V3, LGA 4189, LGA 4926, SP3r1, SP3r2, SP6,",52,280.0,2.0,0.272,,,,v1_10_0/Prefabs/CoolingSystems/LiquidCoolers/Corsair/LC_Corsair_iCUE_H150i_RGB_PRO_XT_280,CORSAIR iCUE H115i RGB PRO XT,CORSAIR iCUE H115i RGB PRO XT
CPU Cooler - Liquid,CORSAIR,iCUE H150i RGB PRO XT,,Y,160,53,30,1,1.10,PC,RGB,Liquid Cooler,,130.0,Y,Y,Y,Y,Y,,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,,Y,,Y,Y,Y,,,,,,,,,"AM3+, AM4, FM2, FM2+, LGA 1151 (Coffee Lake), LGA 1151 (Kaby Lake), LGA 1151 (Skylake), LGA 1200, LGA 2011-V3, LGA 2066, sTRX4,","AM3+, AM4, FM2, FM2+, LGA 1151 (Coffee Lake), LGA 1151 (Kaby Lake), LGA 1151 (Skylake), LGA 1200, LGA 2011-V3, LGA 2066, LGA 2566, TR4, sTRX4, LGA 3647-V1, LGA 3647-V3, LGA 4189, LGA 4926, SP3r1, SP3r2, SP6,",52,360.0,3.0,0.272,,,,v1_10_0/Prefabs/CoolingSystems/LiquidCoolers/Corsair/LC_Corsair_iCUE_H150i_RGB_PRO_XT_360,CORSAIR iCUE H150i RGB PRO XT,CORSAIR iCUE H150i RGB PRO XT
CPU Cooler - Liquid,Cryorig,A40,,Y,90,30,26,1,1.0,,,Liquid Cooler,,105.0,,Y,Y,Y,Y,Y,Y,,Y,Y,Y,Y,Y,Y,Y,Y,,Y,,Y,Y,Y,,,,,,,,,"AM3+, FM2, FM2+, LGA 1151 (Coffee Lake), LGA 1151 (Kaby Lake), LGA 1151 (Skylake), LGA 1200, LGA 2011-V3, TR4, sTRX4,","AM3+, AM4, FM2, FM2+, LGA 1151 (Coffee Lake), LGA 1151 (Kaby Lake), LGA 1151 (Skylake), LGA 1200, LGA 2011-V3, LGA 2066, LGA 2566, TR4, sTRX4, LGA 3647-V1, LGA 3647-V3, LGA 4189, LGA 4926, SP3r1, SP3r2, SP6,",117,240.0,2.0,0.265,,,,Prefabs/CoolingSystems/LiquidCoolers/Cryorig/Cryorig_A40_Radiator,Cryorig A40,Cryorig A40
CPU Cooler - Liquid,Cryorig,A40 Ultimate,,Y,120,40,26,10,1.0,,,Liquid Cooler,,115.0,,Y,Y,Y,Y,Y,Y,,Y,Y,Y,Y,Y,Y,Y,Y,,Y,,Y,Y,Y,,,,,,,,,"AM3+, FM2, FM2+, LGA 1151 (Coffee Lake), LGA 1151 (Kaby Lake), LGA 1151 (Skylake), LGA 1200, LGA 2011-V3, TR4, sTRX4,","AM3+, AM4, FM2, FM2+, LGA 1151 (Coffee Lake), LGA 1151 (Kaby Lake), LGA 1151 (Skylake), LGA 1200, LGA 2011-V3, LGA 2066, LGA 2566, TR4, sTRX4, LGA 3647-V1, LGA 3647-V3, LGA 4189, LGA 4926, SP3r1, SP3r2, SP6,",117,240.0,2.0,0.33,,,,Prefabs/CoolingSystems/LiquidCoolers/Cryorig/Cryorig_A40U_Radiator,Cryorig A40 Ultimate,Cryorig A40 Ultimate
CPU Cooler - Liquid,Cryorig,A80,,Y,130,43,26,20,1.0,,,Liquid Cooler,,130.0,,Y,Y,Y,Y,Y,Y,,Y,Y,Y,Y,Y,Y,Y,Y,,Y,,Y,Y,Y,,,,,,,,,"AM3+, FM2, FM2+, LGA 1151 (Coffee Lake), LGA 1151 (Kaby Lake), LGA 1151 (Skylake), LGA 1200, LGA 2011-V3, TR4, sTRX4,","AM3+, AM4, FM2, FM2+, LGA 1151 (Coffee Lake), LGA 1151 (Kaby Lake), LGA 1151 (Skylake), LGA 1200, LGA 2011-V3, LGA 2066, LGA 2566, TR4, sTRX4, LGA 3647-V1, LGA 3647-V3, LGA 4189, LGA 4926, SP3r1, SP3r2, SP6,",117,280.0,2.0,0.269,,,,Prefabs/CoolingSystems/LiquidCoolers/Cryorig/Cryorig_A80_Radiator,Cryorig A80,Cryorig A80
CPU Cooler - Liquid,EVGA,CLC 120,,Y,60,20,15,1,1.0,,RGB,Liquid Cooler,,70.0,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,,Y,,Y,Y,Y,,,,,,,,,"AM3+, AM4, FM2, FM2+, LGA 1151 (Coffee Lake), LGA 1151 (Kaby Lake), LGA 1151 (Skylake), LGA 1200, LGA 2011-V3, LGA 2066, TR4, sTRX4,","AM3+, AM4, FM2, FM2+, LGA 1151 (Coffee Lake), LGA 1151 (Kaby Lake), LGA 1151 (Skylake), LGA 1200, LGA 2011-V3, LGA 2066, LGA 2566, TR4, sTRX4, LGA 3647-V1, LGA 3647-V3, LGA 4189, LGA 4926, SP3r1, SP3r2, SP6,",40,120.0,1.0,0.279,,,,Prefabs/CoolingSystems/LiquidCoolers/EVGA/EVGA_CLC_120_Radiator,EVGA CLC 120,EVGA CLC 120
CPU Cooler - Liquid,EVGA,CLC 240,,Y,120,40,15,15,1.0,,RGB,Liquid Cooler,,110.0,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,,Y,,Y,Y,Y,,,,,,,,,"AM3+, AM4, FM2, FM2+, LGA 1151 (Coffee Lake), LGA 1151 (Kaby Lake), LGA 1151 (Skylake), LGA 1200, LGA 2011-V3, LGA 2066, TR4, sTRX4,","AM3+, AM4, FM2, FM2+, LGA 1151 (Coffee Lake), LGA 1151 (Kaby Lake), LGA 1151 (Skylake), LGA 1200, LGA 2011-V3, LGA 2066, LGA 2566, TR4, sTRX4, LGA 3647-V1, LGA 3647-V3, LGA 4189, LGA 4926, SP3r1, SP3r2, SP6,",40,240.0,2.0,0.299,,,,Prefabs/CoolingSystems/LiquidCoolers/EVGA/EVGA_CLC_240_Radiator,EVGA CLC 240,EVGA CLC 240
CPU Cooler - Liquid,EVGA,CLC 280,,Y,140,47,15,35,1.0,,RGB,Liquid Cooler,,130.0,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,,Y,,Y,Y,Y,,,,,,,,,"AM3+, AM4, FM2, FM2+, LGA 1151 (Coffee Lake), LGA 1151 (Kaby Lake), LGA 1151 (Skylake), LGA 1200, LGA 2011-V3, LGA 2066, TR4, sTRX4,","AM3+, AM4, FM2, FM2+, LGA 1151 (Coffee Lake), LGA 1151 (Kaby Lake), LGA 1151 (Skylake), LGA 1200, LGA 2011-V3, LGA 2066, LGA 2566, TR4, sTRX4, LGA 3647-V1, LGA 3647-V3, LGA 4189, LGA 4926, SP3r1, SP3r2, SP6,",40,280.0,2.0,0.353,,,,Prefabs/CoolingSystems/LiquidCoolers/EVGA/EVGA_CLC_280_Radiator,EVGA CLC 280,EVGA CLC 280
CPU Cooler - Liquid,EVGA,CLC 360,,Y,160,53,15,35,1.15,,RGB,Liquid Cooler,,140.0,Y,Y,Y,Y,Y,Y,,Y,Y,Y,Y,Y,,,,,,,,,,,,,,,,,,,"AM3+, AM4, FM2, FM2+, LGA 1151 (Coffee Lake), LGA 1151 (Kaby Lake), LGA 1151 (Skylake), LGA 1200, LGA 2011-V3, LGA 2066, TR4,","AM3+, AM4, FM2, FM2+, LGA 1151 (Coffee Lake), LGA 1151 (Kaby Lake), LGA 1151 (Skylake), LGA 1200, LGA 2011-V3, LGA 2066, TR4,",40,360.0,3.0,0.353,4.04,,,v1_15_0/Prefabs/CoolerSystems/Liquid Coolers/EVGA/LC_EVGA_CLC_360mm_All_In_One_RGB_LED_CPU_Liquid_Cooler,EVGA CLC 360,EVGA CLC 360
CPU Cooler - Liquid,Fractal Design,Celsius S24,,Y,145,48,27,1,1.0,,,Liquid Cooler,,110.0,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,,Y,,Y,Y,Y,,,,,,,,,"AM3+, AM4, FM2, FM2+, LGA 1151 (Coffee Lake), LGA 1151 (Kaby Lake), LGA 1151 (Skylake), LGA 1200, LGA 2011-V3, LGA 2066, TR4, sTRX4,","AM3+, AM4, FM2, FM2+, LGA 1151 (Coffee Lake), LGA 1151 (Kaby Lake), LGA 1151 (Skylake), LGA 1200, LGA 2011-V3, LGA 2066, LGA 2566, TR4, sTRX4, LGA 3647-V1, LGA 3647-V3, LGA 4189, LGA 4926, SP3r1, SP3r2, SP6,",38,240.0,2.0,0.275,,,,Prefabs/CoolingSystems/LiquidCoolers/Fractal Design/Fractal_Design_Celsius_S24,Fractal Design Celsius S24,Fractal Design Celsius S24
CPU Cooler - Liquid,Fractal Design,Celsius S36,,Y,190,63,27,1,1.0,,,Liquid Cooler,,150.0,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,,Y,,Y,Y,Y,,,,,,,,,"AM3+, AM4, FM2, FM2+, LGA 1151 (Coffee Lake), LGA 1151 (Kaby Lake), LGA 1151 (Skylake), LGA 1200, LGA 2011-V3, LGA 2066, TR4, sTRX4,","AM3+, AM4, FM2, FM2+, LGA 1151 (Coffee Lake), LGA 1151 (Kaby Lake), LGA 1151 (Skylake), LGA 1200, LGA 2011-V3, LGA 2066, LGA 2566, TR4, sTRX4, LGA 3647-V1, LGA 3647-V3, LGA 4189, LGA 4926, SP3r1, SP3r2, SP6,",38,360.0,3.0,0.269,,,,Prefabs/CoolingSystems/LiquidCoolers/Fractal Design/Fractal_Design_Celsius_S36,Fractal Design Celsius S36,Fractal Design Celsius S36
CPU Cooler - Liquid,Fractal Design,Celsius+ S24 Dynamic,,Y,130,43,27,20,1.12,,RGB,Liquid Cooler,,110.0,Y,Y,Y,Y,Y,,,Y,Y,Y,Y,Y,Y,Y,Y,Y,,Y,,Y,Y,Y,,,,,,,,,"AM3+, AM4, FM2, FM2+, LGA 1151 (Coffee Lake), LGA 1151 (Kaby Lake), LGA 1151 (Skylake), LGA 1200, LGA 2011-V3, LGA 2066,","AM3+, AM4, FM2, FM2+, LGA 1151 (Coffee Lake), LGA 1151 (Kaby Lake), LGA 1151 (Skylake), LGA 1200, LGA 2011-V3, LGA 2066, LGA 2566, TR4, sTRX4, LGA 3647-V1, LGA 3647-V3, LGA 4189, LGA 4926, SP3r1, SP3r2, SP6,",45,240.0,2.0,0.3,2.3,,,v1_12_0/Prefabs/CoolingSystems/LiquidCoolers/Fractal Design/LC_Fractal_Design_Celsius_S24_Dynamic,Fractal Design Celsius+ S24 Dynamic,Fractal Design Celsius+ S24 Dynamic
CPU Cooler - Liquid,Fractal Design,Celsius+ S24 Prisma,,Y,165,55,27,40,1.12,,RGB,Liquid Cooler,,110.0,Y,Y,Y,Y,Y,,,Y,Y,Y,Y,Y,Y,Y,Y,Y,,Y,,Y,Y,Y,,,,,,,,,"AM3+, AM4, FM2, FM2+, LGA 1151 (Coffee Lake), LGA 1151 (Kaby Lake), LGA 1151 (Skylake), LGA 1200, LGA 2011-V3, LGA 2066,","AM3+, AM4, FM2, FM2+, LGA 1151 (Coffee Lake), LGA 1151 (Kaby Lake), LGA 1151 (Skylake), LGA 1200, LGA 2011-V3, LGA 2066, LGA 2566, TR4, sTRX4, LGA 3647-V1, LGA 3647-V3, LGA 4189, LGA 4926, SP3r1, SP3r2, SP6,",45,240.0,2.0,0.3,2.78,,,v1_12_0/Prefabs/CoolingSystems/LiquidCoolers/Fractal Design/LC_Fractal_Design_Celsius_S24_Prisma,Fractal Design Celsius+ S24 Prisma,Fractal Design Celsius+ S24 Prisma
CPU Cooler - Liquid,Fractal Design,Celsius+ S28 Dynamic,,Y,160,53,27,20,1.12,,RGB,Liquid Cooler,,120.0,Y,Y,Y,Y,Y,,,Y,Y,Y,Y,Y,Y,Y,Y,Y,,Y,,Y,Y,Y,,,,,,,,,"AM3+, AM4, FM2, FM2+, LGA 1151 (Coffee Lake), LGA 1151 (Kaby Lake), LGA 1151 (Skylake), LGA 1200, LGA 2011-V3, LGA 2066,","AM3+, AM4, FM2, FM2+, LGA 1151 (Coffee Lake), LGA 1151 (Kaby Lake), LGA 1151 (Skylake), LGA 1200, LGA 2011-V3, LGA 2066, LGA 2566, TR4, sTRX4, LGA 3647-V1, LGA 3647-V3, LGA 4189, LGA 4926, SP3r1, SP3r2, SP6,",45,280.0,2.0,0.3,1.95,,,v1_12_0/Prefabs/CoolingSystems/LiquidCoolers/Fractal Design/LC_Fractal_Design_Celsius_S28_Dynamic,Fractal Design Celsius+ S28 Dynamic,Fractal Design Celsius+ S28 Dynamic
CPU Cooler - Liquid,Fractal Design,Celsius+ S28 Prisma,,Y,190,63,27,40,1.12,,RGB,Liquid Cooler,,120.0,Y,Y,Y,Y,Y,,,Y,Y,Y,Y,Y,Y,Y,Y,Y,,Y,,Y,Y,Y,,,,,,,,,"AM3+, AM4, FM2, FM2+, LGA 1151 (Coffee Lake), LGA 1151 (Kaby Lake), LGA 1151 (Skylake), LGA 1200, LGA 2011-V3, LGA 2066,","AM3+, AM4, FM2, FM2+, LGA 1151 (Coffee Lake), LGA 1151 (Kaby Lake), LGA 1151 (Skylake), LGA 1200, LGA 2011-V3, LGA 2066, LGA 2566, TR4, sTRX4, LGA 3647-V1, LGA 3647-V3, LGA 4189, LGA 4926, SP3r1, SP3r2, SP6,",45,280.0,2.0,0.3,2.38,,,v1_12_0/Prefabs/CoolingSystems/LiquidCoolers/Fractal Design/LC_Fractal_Design_Celsius_S28_Prisma,Fractal Design Celsius+ S28 Prisma,Fractal Design Celsius+ S28 Prisma
CPU Cooler - Liquid,Fractal Design,Celsius+ S36 Dynamic,,Y,170,57,27,20,1.12,,RGB,Liquid Cooler,,130.0,Y,Y,Y,Y,Y,,,Y,Y,Y,Y,Y,Y,Y,Y,Y,,Y,,Y,Y,Y,,,,,,,,,"AM3+, AM4, FM2, FM2+, LGA 1151 (Coffee Lake), LGA 1151 (Kaby Lake), LGA 1151 (Skylake), LGA 1200, LGA 2011-V3, LGA 2066,","AM3+, AM4, FM2, FM2+, LGA 1151 (Coffee Lake), LGA 1151 (Kaby Lake), LGA 1151 (Skylake), LGA 1200, LGA 2011-V3, LGA 2066, LGA 2566, TR4, sTRX4, LGA 3647-V1, LGA 3647-V3, LGA 4189, LGA 4926, SP3r1, SP3r2, SP6,",45,360.0,3.0,0.3,2.3,,,v1_12_0/Prefabs/CoolingSystems/LiquidCoolers/Fractal Design/LC_Fractal_Design_Celsius_S36_Dynamic,Fractal Design Celsius+ S36 Dynamic,Fractal Design Celsius+ S36 Dynamic
CPU Cooler - Liquid,Fractal Design,Celsius+ S36 Prisma,,Y,215,72,27,40,1.12,,RGB,Liquid Cooler,,130.0,Y,Y,Y,Y,Y,,,Y,Y,Y,Y,Y,Y,Y,Y,Y,,Y,,Y,Y,Y,,,,,,,,,"AM3+, AM4, FM2, FM2+, LGA 1151 (Coffee Lake), LGA 1151 (Kaby Lake), LGA 1151 (Skylake), LGA 1200, LGA 2011-V3, LGA 2066,","AM3+, AM4, FM2, FM2+, LGA 1151 (Coffee Lake), LGA 1151 (Kaby Lake), LGA 1151 (Skylake), LGA 1200, LGA 2011-V3, LGA 2066, LGA 2566, TR4, sTRX4, LGA 3647-V1, LGA 3647-V3, LGA 4189, LGA 4926, SP3r1, SP3r2, SP6,",45,360.0,3.0,0.3,2.78,,,v1_12_0/Prefabs/CoolingSystems/LiquidCoolers/Fractal Design/LC_Fractal_Design_Celsius_S36_Prisma,Fractal Design Celsius+ S36 Prisma,Fractal Design Celsius+ S36 Prisma
CPU Cooler - Liquid,G.SKILL,ENKI 240 AIO,,Y,160,53,34,50,1.14,,RGB,Liquid Cooler,,105.0,Y,Y,Y,Y,Y,,,Y,Y,Y,Y,Y,Y,,,,,,,,,,,,,,,,,,"AM3+, AM4, FM2, FM2+, LGA 1151 (Coffee Lake), LGA 1151 (Kaby Lake), LGA 1151 (Skylake), LGA 1200, LGA 2011-V3, LGA 2066,","AM3+, AM4, FM2, FM2+, LGA 1151 (Coffee Lake), LGA 1151 (Kaby Lake), LGA 1151 (Skylake), LGA 1200, LGA 2011-V3, LGA 2066, LGA 2566,",39,240.0,2.0,0.269,1.86,,,v1_14_0/Prefabs/CoolingSystems/Liquid Coolers/GSkill/LC_GSKILL_ENKI_240,G.SKILL ENKI 240 AIO,G.SKILL ENKI 240 AIO
CPU Cooler - Liquid,G.SKILL,ENKI 280 AIO,,Y,180,60,34,50,1.14,,RGB,Liquid Cooler,,130.0,Y,Y,Y,Y,Y,,,Y,Y,Y,Y,Y,,,,,,,,,,,,,,,,,,,"AM3+, AM4, FM2, FM2+, LGA 1151 (Coffee Lake), LGA 1151 (Kaby Lake), LGA 1151 (Skylake), LGA 1200, LGA 2011-V3, LGA 2066,","AM3+, AM4, FM2, FM2+, LGA 1151 (Coffee Lake), LGA 1151 (Kaby Lake), LGA 1151 (Skylake), LGA 1200, LGA 2011-V3, LGA 2066,",39,280.0,2.0,0.269,3.5,,,v1_14_0/Prefabs/CoolingSystems/Liquid Coolers/GSkill/LC_GSKILL_ENKI_280,G.SKILL ENKI 280 AIO,G.SKILL ENKI 280 AIO
CPU Cooler - Liquid,G.SKILL,ENKI 360 AIO,,Y,200,67,34,50,1.14,,RGB,Liquid Cooler,,145.0,Y,Y,Y,Y,Y,,,Y,Y,Y,Y,Y,,,,,,,,,,,,,,,,,,,"AM3+, AM4, FM2, FM2+, LGA 1151 (Coffee Lake), LGA 1151 (Kaby Lake), LGA 1151 (Skylake), LGA 1200, LGA 2011-V3, LGA 2066,","AM3+, AM4, FM2, FM2+, LGA 1151 (Coffee Lake), LGA 1151 (Kaby Lake), LGA 1151 (Skylake), LGA 1200, LGA 2011-V3, LGA 2066,",39,360.0,3.0,0.269,1.86,,,v1_14_0/Prefabs/CoolingSystems/Liquid Coolers/GSkill/LC_GSKILL_ENKI_360,G.SKILL ENKI 360 AIO,G.SKILL ENKI 360 AIO
CPU Cooler - Liquid,GamerStorm,Captain 120 EX RGB,,Y,120,40,24,30,1.0,,RGB,Liquid Cooler,,70.0,Y,Y,Y,Y,Y,,,Y,Y,Y,Y,Y,Y,Y,Y,Y,,Y,,,,,,,,,,,,,"AM3+, AM4, FM2, FM2+, LGA 1151 (Coffee Lake), LGA 1151 (Kaby Lake), LGA 1151 (Skylake), LGA 1200, LGA 2011-V3, LGA 2066,","AM3+, AM4, FM2, FM2+, LGA 1151 (Coffee Lake), LGA 1151 (Kaby Lake), LGA 1151 (Skylake), LGA 1200, LGA 2011-V3, LGA 2066, LGA 2566, LGA 3647-V1, LGA 3647-V3, LGA 4189, LGA 4926,",85,120.0,1.0,0.263,,,,Prefabs/CoolingSystems/LiquidCoolers/Deepcool/LC_Deepcool_Captain_120_Black,GamerStorm Captain 120 EX RGB,GamerStorm Captain 120 EX RGB
CPU Cooler - Liquid,GamerStorm,Captain 240 EX WHITE RGB,,Y,140,47,24,40,1.0,,RGB,Liquid Cooler,,105.0,Y,Y,Y,Y,Y,,,Y,Y,Y,Y,Y,Y,Y,Y,Y,,Y,,Y,Y,Y,,,,,,,,,"AM3+, AM4, FM2, FM2+, LGA 1151 (Coffee Lake), LGA 1151 (Kaby Lake), LGA 1151 (Skylake), LGA 1200, LGA 2011-V3, LGA 2066,","AM3+, AM4, FM2, FM2+, LGA 1151 (Coffee Lake), LGA 1151 (Kaby Lake), LGA 1151 (Skylake), LGA 1200, LGA 2011-V3, LGA 2066, LGA 2566, TR4, sTRX4, LGA 3647-V1, LGA 3647-V3, LGA 4189, LGA 4926, SP3r1, SP3r2, SP6,",85,240.0,2.0,0.259,,,,Prefabs/CoolingSystems/LiquidCoolers/Deepcool/LC_Deepcool_Captain_240_White,GamerStorm Captain 240 EX WHITE RGB,GamerStorm Captain 240 EX WHITE RGB
CPU Cooler - Liquid,GamerStorm,Captain 360 EX WHITE RGB,,Y,160,53,24,50,1.0,,RGB,Liquid Cooler,,145.0,Y,Y,Y,Y,Y,,,Y,Y,Y,Y,Y,Y,Y,Y,Y,,Y,,Y,Y,Y,,,,,,,,,"AM3+, AM4, FM2, FM2+, LGA 1151 (Coffee Lake), LGA 1151 (Kaby Lake), LGA 1151 (Skylake), LGA 1200, LGA 2011-V3, LGA 2066,","AM3+, AM4, FM2, FM2+, LGA 1151 (Coffee Lake), LGA 1151 (Kaby Lake), LGA 1151 (Skylake), LGA 1200, LGA 2011-V3, LGA 2066, LGA 2566, TR4, sTRX4, LGA 3647-V1, LGA 3647-V3, LGA 4189, LGA 4926, LGA 3647-V3, LGA 4189, LGA 4926, SP3r1, SP3r2, SP6,",85,360.0,3.0,0.269,,,,Prefabs/CoolingSystems/LiquidCoolers/Deepcool/Deepcool_Captain_360,GamerStorm Captain 360 EX WHITE RGB,GamerStorm Captain 360 EX WHITE RGB
CPU Cooler - Liquid,GamerStorm,Castle 240 RGB,,Y,160,53,24,10,1.0,,RGB,Liquid Cooler,,110.0,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,,Y,,Y,Y,Y,,,,,,,,,"AM3+, AM4, FM2, FM2+, LGA 1151 (Coffee Lake), LGA 1151 (Kaby Lake), LGA 1151 (Skylake), LGA 1200, LGA 2011-V3, LGA 2066, TR4, sTRX4,","AM3+, AM4, FM2, FM2+, LGA 1151 (Coffee Lake), LGA 1151 (Kaby Lake), LGA 1151 (Skylake), LGA 1200, LGA 2011-V3, LGA 2066, LGA 2566, TR4, sTRX4, LGA 3647-V1, LGA 3647-V3, LGA 4189, LGA 4926, SP3r1, SP3r2, SP6,",71,240.0,2.0,0.275,,,,Prefabs/CoolingSystems/LiquidCoolers/Deepcool/Deepcool_Castle_240_RGB,GamerStorm Castle 240 RGB,GamerStorm Castle 240 RGB
CPU Cooler - Liquid,GamerStorm,Castle 280 RGB,,Y,170,57,24,20,1.0,,RGB,Liquid Cooler,,130.0,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,,Y,,Y,Y,Y,,,,,,,,,"AM3+, AM4, FM2, FM2+, LGA 1151 (Coffee Lake), LGA 1151 (Kaby Lake), LGA 1151 (Skylake), LGA 1200, LGA 2011-V3, LGA 2066, TR4, sTRX4,","AM3+, AM4, FM2, FM2+, LGA 1151 (Coffee Lake), LGA 1151 (Kaby Lake), LGA 1151 (Skylake), LGA 1200, LGA 2011-V3, LGA 2066, LGA 2566, TR4, sTRX4, LGA 3647-V1, LGA 3647-V3, LGA 4189, LGA 4926, SP3r1, SP3r2, SP6,",71,280.0,2.0,0.265,,,,Prefabs/CoolingSystems/LiquidCoolers/Deepcool/Deepcool_Castle_280_RGB,GamerStorm Castle 280 RGB,GamerStorm Castle 280 RGB
CPU Cooler - Liquid,InWin,BR36,,Y,190,63,30,1,1.14,,RGB,Liquid Cooler,,140.0,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,,,,,,,Y,Y,Y,,,,,,,,,"AM3+, AM4, FM2, FM2+, LGA 1151 (Coffee Lake), LGA 1151 (Kaby Lake), LGA 1151 (Skylake), LGA 1200, LGA 2011-V3, LGA 2066, TR4, sTRX4,","AM3+, AM4, FM2, FM2+, LGA 1151 (Coffee Lake), LGA 1151 (Kaby Lake), LGA 1151 (Skylake), LGA 1200, LGA 2011-V3, LGA 2066, LGA 2566, TR4, sTRX4, SP3r1, SP3r2, SP6,",65,360.0,3.0,0.27,2.3,,,v1_14_0/Prefabs/CoolingSystems/Liquid Coolers/InWin/LC_InWin_BR36,InWin BR36,InWin BR36
CPU Cooler - Liquid,InWin,SR24 PRO,,Y,130,43,30,1,1.11,,RGB,Liquid Cooler,,115.0,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,,,,,,,Y,Y,Y,,,,,,,,,"AM3+, AM4, FM2, FM2+, LGA 1151 (Coffee Lake), LGA 1151 (Kaby Lake), LGA 1151 (Skylake), LGA 1200, LGA 2011-V3, LGA 2066, TR4, sTRX4,","AM3+, AM4, FM2, FM2+, LGA 1151 (Coffee Lake), LGA 1151 (Kaby Lake), LGA 1151 (Skylake), LGA 1200, LGA 2011-V3, LGA 2066, LGA 2566, TR4, sTRX4, SP3r1, SP3r2, SP6,",100,240.0,2.0,0.27,,,,v1_11_0/Prefabs/CoolingSystems/LiquidCoolers/InWin/LC_InWin_SR24_Pro_AIO,InWin SR24 PRO,InWin SR24 PRO
